BloodID,BirdID,BloodSource,CatchID,BloodTubeNumber,DoNotEditMe,MergeStatus
1443,976,A,935,42,1836563199,
1444,977,A,932,43,400790015,
1445,978,A,931,44,951848191,
1446,805,A,1192,45,-438395905,
1447,589,A,1511,46,1601367807,
1448,1082,A,769,47,1606546943,
1449,757,A,1254,48,1202774271,
1450,490,A,1671,49,1162878975,
1451,979,A,930,50,-600939777,
1452,980,A,929,51,1482660351,
1453,959,A,959,52,1365767423,
1454,358,A,1884,53,-1921326081,
1455,981,A,927,54,331224831,
1456,982,A,922,55,-1048543745,
1457,983,A,920,56,647317759,
1458,489,A,1677,57,474146815,
1459,984,A,918,58,2088110847,
1460,341,A,1915,59,-2010603009,
1461,985,A,917,60,271375615,
1462,986,A,916,61,-422827009,
1463,720,A,1299,62,-957726977,
1464,613,A,1455,63,-358873601,
1465,157,A,2255,64,1667412223,
1466,987,A,914,65,-1116033025,
1467,988,A,911,66,300856063,
1468,989,A,909,67,-597775873,
1469,990,A,906,68,1437254911,
1470,991,A,904,69,-806194177,
1471,901,A,1053,7,1586980607,
1472,992,A,902,70,-1439396353,
1473,394,A,1832,71,280566015,
1474,993,A,900,72,1897363455,
1475,994,A,899,73,1144543999,
1476,995,A,896,74,-568217089,
1477,996,A,895,75,109161727,
1478,709,A,1310,76,453884927,
1479,997,A,894,77,-463106305,
1480,999,A,891,79,1667896831,
1481,519,A,1608,8,-2059894529,
1482,1000,A,890,80,-1288093697,
1483,902,A,1051,9,519242495,
1484,896,A,1060,1,-359548417,
1485,147,A,2269,100,-1957587713,
1486,812,A,1175,101,238945279,
1487,1123,A,749,102,99923711,
1488,1082,A,768,103,-1923310081,
1489,612,A,1457,104,-612308737,
1490,244,A,2086,105,-1275066369,
1491,1124,A,748,106,-1849775361,
1492,1125,A,747,107,-1295072769,
1493,337,A,1922,108,1354398975,
1494,1126,A,746,109,-475837441,
1495,1127,A,743,110,-1796940033,
1496,1128,A,742,111,858531327,
1497,417,A,1799,112,1915900159,
1498,339,A,1920,113,-678703105,
1499,1129,A,741,114,-264547585,
1500,1131,A,737,115,-1141323265,
1501,400,A,1822,116,1197237503,
1502,402,A,1819,117,1230869503,
1503,1132,A,736,118,114689791,
1504,1133,A,735,119,1945677311,
1505,399,A,1825,120,1810675967,
1506,1134,A,734,121,905746431,
1507,1135,A,731,122,1913191167,
1508,1136,A,730,123,-550514177,
1509,1137,A,729,124,1675054335,
1510,1138,A,727,125,-510862337,
1511,1139,A,726,126,-177721601,
1512,1140,A,725,127,48379391,
1513,1141,A,724,128,793780479,
1514,1142,A,723,129,460480511,
1515,801,A,1199,130,-1295539457,
1516,1143,A,722,131,-913057281,
1517,130,A,2294,132,516633855,
1518,616,A,1450,133,-1034869761,
1519,807,A,1188,134,-1640278273,
1520,1144,A,721,135,-1492599297,
1521,287,A,2020,136,-419657473,
1522,1145,A,720,137,-2012403713,
1523,5,A,2486,138,840387327,
1524,6,A,2485,139,2084889087,
1525,483,A,1689,140,-187163393,
1526,7,A,2482,141,-171283457,
1527,8,A,2481,142,1659862783,
1528,488,A,1681,143,-1148434945,
1529,9,A,2480,144,26341631,
1530,392,A,1834,145,-1343426561,
1531,1008,A,874,146,-745016577,
1532,1006,A,877,147,-865932801,
1533,10,A,2479,148,-425851649,
1534,809,A,1184,149,-99044353,
1535,11,A,2478,150,1227138815,
1536,587,A,1515,151,-1349726721,
1537,344,A,1910,152,-1313842945,
1538,12,A,2477,153,2066855935,
1539,13,A,2476,154,1592367871,
1540,14,A,2475,155,-485625345,
1541,15,A,2472,156,-121836289,
1542,16,A,2471,157,1096547327,
1543,754,A,1262,1,2054868735,
1544,755,A,1260,2,-2044045825,
1545,756,A,1258,3,1844953343,
1546,334,A,1925,4,100368383,
1547,801,A,1198,5,-5487873,
1548,802,A,1196,6,-1117390337,
1549,803,A,1195,7,-1277897473,
1550,1001,A,888,81,-1313586177,
1551,1002,A,884,82,-997067009,
1552,1110,A,765,83,1451548159,
1553,122,A,2305,85,1896360191,
1554,1112,A,763,86,543836159,
1555,1113,A,762,87,-981472513,
1556,1114,A,761,88,-1400176129,
1557,1115,A,760,89,-1534739201,
1558,1116,A,759,90,625052671,
1559,740,A,1277,91,420093695,
1560,1117,A,756,92,-876845569,
1561,1118,A,755,93,964792575,
1562,132,A,2289,94,-828502017,
1563,1120,A,752,95,604279551,
1564,1121,A,751,96,-711128577,
1565,119,A,2315,97,-613440257,
1566,1119,A,754,98,-366750721,
1567,1122,A,750,99,226707199,
1568,1280,A,535,1,-1527714305,
1569,1353,A,448,10,168032511,
1570,1283,A,530,11,-927541249,
1571,1354,A,447,12,1926904575,
1572,976,A,934,13,-1313074689,
1573,1372,A,421,14,1832029439,
1574,1373,A,420,15,1115364351,
1575,989,A,908,16,1537044223,
1576,1374,A,419,17,893548031,
1577,1280,A,536,18,1764712703,
1578,1375,A,417,19,-86728705,
1579,1281,A,534,2,1839260415,
1580,809,A,1185,20,-1912071681,
1581,1135,A,3824,21,-227642113,
1582,1005,A,825,22,-462986241,
1583,1376,A,416,23,1626904319,
1584,1377,A,415,24,-472842753,
1585,1008,A,875,25,-1583101697,
1586,908,A,717,26,85420031,
1587,982,A,921,27,-1275557121,
1588,1350,A,452,28,195109375,
1589,1352,A,449,29,130243839,
1590,1282,A,531,3,2047388671,
1591,612,A,1458,30,-1623933185,
1592,1378,A,414,31,-1413708289,
1593,1307,A,496,32,1107374335,
1594,1379,A,413,33,-1147195393,
1595,483,A,1691,34,1233203967,
1596,592,A,1504,4,-1616434689,
1597,1283,A,529,5,-841923329,
1598,1284,A,528,6,561968127,
1599,1307,A,495,7,1005709055,
1600,977,A,933,8,-1675293185,
1601,1351,A,451,9,-1662543617,
1602,1342,A,460,100,-1500776449,
1603,1343,A,459,101,366664447,
1604,1344,A,458,102,322580991,
1605,1443,A,331,103,1765289215,
1606,1444,A,330,104,-320193537,
1607,1445,A,329,105,-2133848321,
1608,1446,A,328,106,1479185919,
1609,1447,A,327,107,1224147199,
1610,1448,A,326,108,-2114076673,
1611,1449,A,325,109,1688568575,
1612,1004,A,882,110,58341887,
1613,1450,A,324,111,-2103962369,
1614,1451,A,323,112,1651147775,
1615,341,A,1914,113,1534015231,
1616,1452,A,322,114,-1762845185,
1617,1453,A,321,115,-1597019905,
1618,1454,A,320,116,-1105950721,
1619,1455,A,319,117,1702963967,
1620,1456,A,318,118,1636254207,
1621,488,A,1680,119,-963576577,
1622,1457,A,317,120,-65025025,
1623,1458,A,316,121,-579903745,
1624,614,A,1453,122,-1551063553,
1625,274,A,2039,123,1125175551,
1626,1459,A,315,124,-17805313,
1627,1460,A,314,125,-1408380161,
1628,1461,A,313,126,-226407937,
1629,1462,A,312,127,1707271423,
1630,1082,A,770,128,-1473637377,
1631,1463,A,311,129,-1133476097,
1632,1464,A,310,130,-584503809,
1633,1465,A,309,131,-1839515393,
1634,1466,A,308,132,-1666115585,
1635,962,A,716,133,-1343522049,
1636,1467,A,307,134,-813149697,
1637,1468,A,306,135,-1798451969,
1638,1469,A,305,136,1219058687,
1639,1470,A,304,137,-770527489,
1640,1471,A,303,138,920827391,
1641,1472,A,302,139,894345471,
1642,959,A,961,140,594993151,
1643,1473,A,301,141,1287267071,
1644,1474,A,300,142,-440641025,
1645,1475,A,299,143,206681343,
1646,1476,A,298,144,868066303,
1647,1477,A,297,145,-1678387457,
1648,1478,A,296,146,-1210499585,
1649,1479,A,295,147,-1769273089,
1650,287,A,2032,148,-748574721,
1651,1480,A,294,149,1108986623,
1652,1481,A,293,150,1983734271,
1653,1482,A,292,151,-1997628161,
1654,1483,A,291,152,-1283003393,
1655,1002,A,887,153,-1145438465,
1656,1484,A,290,154,-80951809,
1657,611,A,1461,155,1689284863,
1658,7,A,2483,156,546402303,
1659,1309,A,493,35,-1280675073,
1660,1310,A,492,36,-1775539713,
1661,976,A,936,37,1262781695,
1662,1311,A,491,38,-2044382209,
1663,1312,A,490,39,1996433151,
1664,1313,A,489,40,-1342353921,
1665,589,A,1510,41,308205823,
1666,1314,A,488,42,858142719,
1667,1315,A,487,43,-1458824449,
1668,961,A,956,44,-1364823553,
1669,1281,A,532,45,-1745654529,
1670,1316,A,486,46,1572371455,
1671,1317,A,485,47,929386239,
1672,1318,A,484,48,426431999,
1673,1319,A,483,49,1446396159,
1674,157,A,2254,50,1732247551,
1675,1320,A,482,51,-1914780929,
1676,616,A,1449,52,-53577217,
1677,1134,A,733,53,932926719,
1678,1321,A,481,54,1616954367,
1679,1322,A,480,55,176977663,
1680,894,A,1063,56,-1902813697,
1681,1323,A,479,57,-1428772609,
1682,1324,A,478,59,-855717889,
1683,1281,A,533,60,-1312658689,
1684,1325,A,477,61,298025471,
1685,288,A,2016,62,-153338625,
1686,624,A,1438,63,-1472328705,
1687,1326,A,476,64,571776767,
1688,1327,A,475,66,-90380801,
1689,980,A,928,68,-824176385,
1690,1329,A,473,69,-1467838465,
1691,480,A,1698,70,-933817601,
1692,1116,A,757,71,1386580479,
1693,1330,A,472,72,643179775,
1694,981,A,925,73,-1016048641,
1695,1331,A,471,74,1402849023,
1696,490,A,1673,75,1554083327,
1697,358,A,1886,76,1156741375,
1698,1332,A,470,77,-236234753,
1699,1333,A,469,78,1765587711,
1700,982,A,924,79,2023002623,
1701,386,A,1842,80,447286527,
1702,909,A,1041,81,873962495,
1703,1352,A,450,82,-1731727617,
1704,1334,A,468,83,1203959295,
1705,1335,A,467,84,-743579393,
1706,984,A,919,85,-715579393,
1707,1336,A,466,86,-1877777665,
1708,811,A,1179,87,280009215,
1709,1308,A,494,88,-1401621249,
1710,821,A,1172,89,-262937601,
1711,15,A,2473,90,-1892477185,
1712,1337,A,465,91,1663139327,
1713,1374,A,418,92,95570175,
1714,1338,A,464,93,854321151,
1715,1339,A,463,94,477825791,
1716,1005,A,879,95,-65428993,
1717,1340,A,462,96,-1202070273,
1718,389,A,1839,97,-498783233,
1719,353,A,1893,98,-125878529,
1720,1341,A,461,99,-371390977,
1721,69,A,2379,1,-1449152257,
1722,165,A,2240,14,516141055,
1723,24,A,2456,17,1377022719,
1724,191,A,2200,25,-269506049,
1725,23,A,2458,27,-1627929345,
1726,643,A,1403,201,1745581055,
1727,644,A,1402,202,978085631,
1728,645,A,1401,203,722832895,
1729,193,A,2193,204,1377179903,
1730,646,A,1398,205,1627420671,
1731,647,A,1397,206,1484610303,
1732,300,A,1996,207,-179129857,
1733,648,A,1396,208,-990991105,
1734,649,A,1395,209,-741950465,
1735,650,A,1394,210,-566587649,
1736,651,A,1393,211,166401535,
1737,652,A,1392,212,-709525249,
1738,653,A,1391,213,-171819009,
1739,654,A,1389,214,-1151859969,
1740,655,A,1388,215,-379405825,
1741,656,A,1387,216,316577023,
1742,657,A,1385,217,-342424577,
1743,658,A,1384,218,300529407,
1744,659,A,1383,219,2105384447,
1745,660,A,1382,220,-820123393,
1746,332,A,1928,221,-1926690817,
1747,661,A,1381,222,-364664065,
1748,662,A,1380,223,-46153217,
1749,313,A,1970,226,1969716479,
1750,23,A,2461,227,1771850751,
1751,532,A,1581,228,653909759,
1752,533,A,1580,229,283977215,
1753,534,A,1579,230,485445887,
1754,535,A,1578,231,190107647,
1755,538,A,1575,232,-1193258241,
1756,536,A,1577,233,906611199,
1757,537,A,1576,234,1562993919,
1758,323,A,1945,235,2079757311,
1759,761,A,1248,1,319489791,
1760,784,A,1220,102,1666821631,
1761,785,A,1219,103,1640610047,
1762,786,A,1218,106,140875775,
1763,787,A,1217,108,-556926209,
1764,770,A,1237,11,-320810497,
1765,1014,A,867,110,1053052159,
1766,1013,A,868,111,1153817599,
1767,1011,A,870,116,-272814337,
1768,1010,A,871,117,-1478281729,
1769,1009,A,872,118,-2075320065,
1770,762,A,1247,2,1350262783,
1771,763,A,1246,3,2007802623,
1772,764,A,1245,4,1323620863,
1773,765,A,1244,5,316159231,
1774,766,A,1243,6,1512711167,
1775,767,A,1241,7,2058376959,
1776,829,A,1161,71,631881215,
1777,771,A,1236,72,790202623,
1778,313,A,1969,74,1672882175,
1779,316,A,1960,75,-2095297793,
1780,772,A,1235,76,-583671297,
1781,773,A,1234,77,-704307969,
1782,193,A,2190,78,1178823679,
1783,646,A,1399,79,-1786478849,
1784,768,A,1240,8,-1211283969,
1785,314,A,1965,80,1355739391,
1786,933,A,994,81,-164237313,
1787,23,A,2460,82,1690104575,
1788,934,A,993,83,-319559169,
1789,317,A,1957,84,149619967,
1790,935,A,992,85,120697855,
1791,936,A,991,86,-975591681,
1792,777,A,1228,87,1299041791,
1793,778,A,1227,88,-1676846849,
1794,779,A,1226,89,1880799231,
1795,769,A,1239,9,1680775935,
1796,645,A,1400,90,658436607,
1797,780,A,1225,91,808054015,
1798,781,A,1223,92,-1894450177,
1799,653,A,1390,93,-1253060865,
1800,782,A,1222,94,1772836351,
1801,656,A,1386,95,125092095,
1802,783,A,1221,96,1837400063,
1803,1064,A,2527,1,756105983,
1804,1070,A,2533,10,154597887,
1805,1071,A,2534,11,1415697663,
1806,1072,A,2535,12,1141720063,
1807,1073,A,2536,13,-1316555009,
1808,521,A,2588,14,-1549410817,
1809,318,A,2589,15,1302669567,
1810,1074,A,2537,16,1049839615,
1811,1075,A,2538,17,1325722367,
1812,1076,A,2539,18,1677459967,
1813,1077,A,2540,19,-2110604033,
1814,1065,A,2528,2,-2143646721,
1815,1078,A,2541,20,740237055,
1816,1079,A,2542,21,645752319,
1817,1080,A,2543,22,1832816895,
1818,1081,A,2544,23,1734807551,
1819,815,A,2545,24,-1112960257,
1820,820,A,2550,25,-592573953,
1821,816,A,2546,26,1245488383,
1822,817,A,2547,27,297587711,
1823,1082,A,2551,28,985155327,
1824,1084,A,2553,29,827452927,
1825,321,A,2580,3,685832447,
1826,1085,A,2554,30,538957823,
1827,1086,A,2555,31,1352612607,
1828,1087,A,2556,32,1819087359,
1829,1088,A,2557,33,1092586751,
1830,787,A,2592,34,-1162601473,
1831,1089,A,2558,35,384986879,
1832,1090,A,2559,36,-1757186561,
1833,1091,A,2560,37,-2027134721,
1834,1092,A,2561,38,-723673089,
1835,1088,A,2593,39,1132847871,
1836,165,A,2582,4,-531031553,
1837,1087,A,2594,40,2138797311,
1838,1093,A,2562,41,-1321180161,
1839,1094,A,2563,42,-1636985089,
1840,1095,A,2564,43,1064435199,
1841,1096,A,2565,44,1388366079,
1842,1097,A,2566,45,-1514117121,
1843,1098,A,2567,46,-1241675009,
1844,1099,A,2568,47,1502749183,
1845,1100,A,2569,48,569400575,
1846,1101,A,2570,49,528591871,
1847,654,A,2583,5,-758530305,
1848,1102,A,2571,50,-1526888961,
1849,1103,A,2572,51,-1707200257,
1850,1010,A,2596,52,-420990977,
1851,1104,A,2573,53,732312319,
1852,818,A,2597,54,-851957249,
1853,1105,A,2574,55,-920763137,
1854,1106,A,2575,56,-1550322689,
1855,1107,A,2576,59,1504110335,
1856,1066,A,2529,6,1460014591,
1857,1108,A,2577,60,809801983,
1858,1109,A,2578,61,-1602947073,
1859,1067,A,2530,7,203414271,
1860,1068,A,2531,8,-2073349633,
1861,1069,A,2532,9,430255359,
1862,1256,A,565,1,-811385857,
1863,1257,A,564,10,-56291585,
1864,1258,A,563,11,2024510975,
1865,1012,A,869,12,729022719,
1866,1259,A,562,13,243711999,
1867,1260,A,561,14,587891455,
1868,1088,A,767,16,-1672791553,
1869,1261,A,560,17,1009063167,
1870,1254,A,567,18,-1446804481,
1871,1253,A,568,19,694433535,
1872,1255,A,566,2,1091444223,
1873,781,A,1224,20,1718380799,
1874,1263,A,557,21,557680639,
1875,1264,A,556,22,537275135,
1876,766,A,1242,23,-2047327745,
1877,1265,A,555,24,1564343551,
1878,1266,A,554,25,739822591,
1879,1067,A,771,26,1904500479,
1880,770,A,1238,3,2068686335,
1881,1252,A,569,4,-3288833,
1882,1251,A,570,5,-54964225,
1883,1095,A,766,6,380818175,
1884,1249,A,572,7,-2037233153,
1885,816,A,715,8,764404991,
1886,1250,A,571,9,-993848321,
1887,3533,A,3951,1,178620159,
1888,3544,A,4308,10,109719039,
1889,3531,A,3949,11,-633849601,
1890,3554,A,4318,12,2031753215,
1891,3532,A,3950,13,-21988609,
1892,3537,A,3955,14,926503423,
1893,1251,A,4425,15,1639632127,
1894,3542,A,4306,16,-706585601,
1895,1658,A,4429,17,1315417855,
1896,3556,A,4320,18,1440986623,
1897,1644,A,4430,19,474718463,
1898,3534,A,3952,2,-1568677889,
1899,3547,A,4311,20,866067199,
1900,1648,A,4453,21,84761087,
1901,1626,A,4433,22,845067519,
1902,819,A,4426,23,899064831,
1903,3563,A,4327,24,980080383,
1904,3557,A,4321,25,-260424193,
1905,3560,A,4324,26,-1331164929,
1906,3549,A,4313,27,956999679,
1907,3558,A,4322,28,-182531329,
1908,3561,A,4325,29,-1322360321,
1909,3543,A,4307,3,-602170113,
1910,3583,A,4347,30,-1375736833,
1911,3555,A,4319,31,-263258369,
1912,3552,A,4316,32,-244464129,
1913,3559,A,4323,33,-974294785,
1914,1792,A,4428,34,819621887,
1915,3548,A,4312,35,-422612225,
1916,3562,A,4326,36,-792958465,
1917,3584,A,4348,37,529630463,
1918,3550,A,4314,38,2101228543,
1919,1809,A,4432,39,900998911,
1920,3536,A,3954,4,-2015474177,
1921,1641,A,4431,40,1320933631,
1922,1814,A,4427,41,839858175,
1923,3582,A,4346,42,-1873732865,
1924,313,A,4484,43,1289187839,
1925,3585,A,4349,44,-1050645249,
1926,3588,A,4352,45,-713982977,
1927,3586,A,4350,46,-197505281,
1928,3589,A,4353,48,1995167231,
1929,3587,A,4351,49,-2118958849,
1930,3535,A,3953,5,415825919,
1931,533,A,4458,50,-582761729,
1932,3541,A,4305,6,-492865025,
1933,1659,A,4424,7,170415359,
1934,3546,A,4310,8,1555678207,
1935,3545,A,4309,9,-1182697729,
1936,299,A,1997,10,-1783210497,
1937,300,A,1993,11,1500752127,
1938,317,A,1956,12,1965541375,
1939,316,A,1959,13,-1656263937,
1940,301,A,1991,15,-1556839937,
1941,314,A,1964,16,1183399167,
1942,302,A,1989,18,-1388901377,
1943,303,A,1987,19,925474559,
1944,332,A,1927,2,1331553791,
1945,313,A,1967,20,345837823,
1946,304,A,1985,21,189501439,
1947,305,A,1983,23,66851583,
1948,306,A,1981,26,1941342719,
1949,315,A,1962,28,1193485567,
1950,312,A,1971,29,-720808961,
1951,324,A,1941,3,-1026373889,
1952,323,A,1943,4,587361791,
1953,322,A,1946,5,-1244694273,
1954,321,A,1948,6,1398036479,
1955,320,A,1950,7,687979263,
1956,319,A,1952,8,-1924820481,
1957,318,A,1954,9,-527037185,
1958,494,A,1661,1,-699360257,
1959,443,A,1761,10,-702746881,
1960,25,A,2455,11,600045055,
1961,444,A,1758,12,-2085953281,
1962,445,A,1756,13,-111009793,
1963,1862,A,159,14,-2013764865,
1964,446,A,1755,15,-50226689,
1965,447,A,1754,16,1803678975,
1966,448,A,1753,17,657253375,
1967,449,A,1751,18,-1901586689,
1968,65,A,2389,19,2026012159,
1969,436,A,1777,2,-1999681281,
1970,217,A,2149,20,1570039807,
1971,450,A,1747,21,-2139092225,
1972,308,A,1976,22,604676607,
1973,451,A,1746,23,1149689087,
1974,207,A,2168,24,834546687,
1975,216,A,2147,25,773078783,
1976,452,A,1745,26,-585234945,
1977,453,A,1744,27,333230335,
1978,221,A,2136,28,336375807,
1979,454,A,1742,29,-700927233,
1980,437,A,1774,3,931179007,
1981,464,A,1726,30,1279575295,
1982,455,A,1739,31,-735808513,
1983,456,A,1738,32,-1711184129,
1984,22,A,2462,33,536251903,
1985,457,A,1737,34,930289919,
1986,458,A,1734,35,1693022207,
1987,459,A,1731,36,818043647,
1988,430,A,1784,37,-1065111041,
1989,460,A,1730,38,1734061311,
1990,461,A,1729,39,-528499713,
1991,438,A,1773,4,-602960129,
1992,462,A,1728,40,-1536420353,
1993,465,A,1724,41,1244823807,
1994,51,A,2411,42,-867483649,
1995,466,A,1722,43,-1682111745,
1996,467,A,1721,44,473151999,
1997,468,A,1715,45,-26503937,
1998,469,A,1714,46,-1661991937,
1999,293,A,2007,47,-1579239681,
2000,470,A,1713,48,-509698561,
2001,471,A,1712,49,1723525375,
2002,439,A,1771,5,2052196351,
2003,472,A,1711,50,113814271,
2004,78,A,2363,51,-72302081,
2005,474,A,1709,52,2115271935,
2006,473,A,1710,53,1133857791,
2007,168,A,2236,54,-1123098881,
2008,475,A,1707,55,-491903489,
2009,476,A,1706,56,-341028609,
2010,477,A,1704,57,-753020929,
2011,478,A,1700,58,-981118209,
2012,251,A,2067,59,-468006401,
2013,440,A,1770,6,-688495361,
2014,479,A,1699,60,-2104519681,
2015,44,A,2419,7,-1556084993,
2016,441,A,1766,8,-960844289,
2017,442,A,1762,9,-72959745,
2018,495,A,1658,1,-288450561,
2019,439,A,1772,10,261290751,
2020,670,A,1368,100,-1366175233,
2021,799,A,1202,11,-38712065,
2022,436,A,1775,12,-67183617,
2023,501,A,1641,13,-300798209,
2024,502,A,1638,14,1088697855,
2025,503,A,1637,15,-45473537,
2026,504,A,1635,16,428105727,
2027,505,A,1633,17,-2137939201,
2028,506,A,1632,18,137746943,
2029,40,A,2430,19,1793406207,
2030,496,A,1657,2,-972872705,
2031,507,A,1630,20,-618309889,
2032,508,A,1628,21,407551487,
2033,21,A,2464,22,456558847,
2034,509,A,1625,23,1398745087,
2035,510,A,1623,24,-1742648577,
2036,199,A,2183,25,-232332801,
2037,594,A,1502,26,-1691214593,
2038,595,A,1500,27,-356750337,
2039,596,A,1497,28,-870744321,
2040,29,A,2445,29,-1475459585,
2041,440,A,1769,3,-1005850369,
2042,597,A,1495,30,-796987393,
2043,671,A,1367,300,971109119,
2044,672,A,1365,301,1099229695,
2045,673,A,1363,302,-1892154113,
2046,674,A,1360,303,-397757441,
2047,675,A,1359,304,-963729665,
2048,676,A,1356,305,1599000063,
2049,477,A,1703,306,711612671,
2050,677,A,1353,307,2030286847,
2051,678,A,1351,308,762551039,
2052,679,A,1349,309,527430143,
2053,598,A,1492,31,1268182271,
2054,680,A,1348,310,818805759,
2055,681,A,1347,311,-198914305,
2056,31,A,2443,312,1093424639,
2057,561,A,1546,313,-990789377,
2058,560,A,1547,314,1762492415,
2059,548,A,1564,315,-1636416769,
2060,549,A,1563,316,-1995965953,
2061,550,A,1562,317,1492047103,
2062,551,A,1560,318,-1436138497,
2063,552,A,1559,319,578549503,
2064,42,A,2427,32,1690754559,
2065,553,A,1558,320,-834524929,
2066,554,A,1557,321,1891387391,
2067,555,A,1555,322,-1668683009,
2068,556,A,1554,323,-814939649,
2069,557,A,1552,324,1138736383,
2070,558,A,1550,325,791907327,
2071,559,A,1548,326,1127489279,
2072,562,A,1545,327,1967023615,
2073,163,A,2246,328,-990146305,
2074,443,A,1760,329,-1808789505,
2075,441,A,1491,33,-1689349377,
2076,200,A,2175,330,398395903,
2077,454,A,1741,331,487171327,
2078,563,A,1542,332,223728639,
2079,444,A,1757,34,-336771329,
2080,1862,A,160,35,833809919,
2081,599,A,1490,36,-339871489,
2082,600,A,1489,37,-1953966081,
2083,171,A,2231,38,-228312321,
2084,601,A,1488,39,-618786305,
2085,497,A,1655,4,-116617985,
2086,602,A,1487,40,-2031281153,
2087,603,A,1485,41,-699961601,
2088,604,A,1481,42,-314280449,
2089,605,A,1480,43,-920035073,
2090,606,A,1476,44,1122410495,
2091,607,A,1474,45,1567286015,
2092,608,A,1472,46,1722423807,
2093,609,A,1467,47,1887991039,
2094,442,A,1763,48,1377395711,
2095,1686,A,176,49,1608685311,
2096,498,A,1651,5,252902911,
2097,627,A,1434,50,-1478637313,
2098,794,A,1209,51,1516857343,
2099,511,A,1621,52,2080541439,
2100,512,A,1619,53,1535320575,
2101,521,A,1604,54,538795263,
2102,522,A,1601,55,419081215,
2103,523,A,1598,56,173981439,
2104,168,A,2235,57,-1841396225,
2105,524,A,1595,58,377172223,
2106,525,A,1593,59,-1506725889,
2107,42,A,2425,6,1372271359,
2108,526,A,1590,60,784935423,
2109,527,A,1589,61,678118655,
2110,528,A,1587,62,-105843713,
2111,529,A,1586,63,-77863169,
2112,530,A,1585,64,-2048455169,
2113,531,A,1582,65,1738643711,
2114,539,A,1574,66,-1369573377,
2115,541,A,1572,67,-966468865,
2116,208,A,2165,68,-1449381377,
2117,542,A,1571,69,-1374540545,
2118,499,A,1648,7,106707967,
2119,540,A,1573,70,2088374015,
2120,543,A,1570,71,-1926457857,
2121,544,A,1569,72,837878015,
2122,545,A,1567,73,789561343,
2123,546,A,1566,74,628065023,
2124,547,A,1565,75,1763457535,
2125,628,A,1432,76,1504843007,
2126,629,A,1428,77,-987986945,
2127,630,A,1425,78,2069444351,
2128,631,A,1423,79,1596923391,
2129,441,A,1765,8,-804689665,
2130,632,A,1421,80,-1738110977,
2131,633,A,1419,81,-1635046657,
2132,634,A,1416,82,1583956479,
2133,635,A,1415,83,-672465665,
2134,636,A,1414,84,-1341010945,
2135,178,A,2217,85,161046271,
2136,64,A,2391,86,1192142335,
2137,637,A,1413,87,-527773441,
2138,638,A,1410,88,-1904062465,
2139,639,A,1409,89,-984100097,
2140,500,A,1647,9,1319324159,
2141,640,A,1407,90,1499260159,
2142,641,A,1406,91,-1252256769,
2143,642,A,1404,92,-589658369,
2144,663,A,1379,93,-1544868353,
2145,664,A,1376,94,-971687681,
2146,665,A,1375,95,1770199039,
2147,666,A,1374,96,292911871,
2148,667,A,1372,97,1391088127,
2149,668,A,1371,98,312986879,
2150,669,A,1369,99,-1222943745,
2151,911,A,1034,1,-826495233,
2152,436,A,1776,10,1759819263,
2153,823,A,1171,109,659071231,
2154,1859,A,164,11,-1249320961,
2155,1686,A,175,110,1585718015,
2156,824,A,1169,111,1482578431,
2157,672,A,1366,112,-1133792001,
2158,825,A,1168,113,191865855,
2159,826,A,1165,114,1558173439,
2160,563,A,1543,115,-1659159041,
2161,468,A,1717,116,1858406655,
2162,827,A,1164,117,-1296848897,
2163,176,A,2220,118,1814285055,
2164,828,A,1163,119,-1608556033,
2165,915,A,1023,12,323525887,
2166,453,A,1743,120,-59184129,
2167,918,A,1019,121,686030591,
2168,920,A,1017,122,-609303041,
2169,830,A,1160,123,1261072639,
2170,831,A,1159,124,-719097857,
2171,832,A,1158,125,1576301311,
2172,478,A,1701,126,1062038015,
2173,833,A,1156,127,1474200831,
2174,834,A,1155,128,1213674495,
2175,835,A,1153,129,2020157183,
2176,75,A,2368,13,-742437377,
2177,799,A,1203,130,790157567,
2178,836,A,1152,131,1157117951,
2179,837,A,1151,132,999693055,
2180,838,A,1149,133,-1626836481,
2181,839,A,1147,134,-825398017,
2182,29,A,2447,135,-1591051265,
2183,1861,A,162,136,-1257287937,
2184,172,A,2230,137,-932391425,
2185,840,A,1145,138,-785366785,
2186,215,A,2155,139,1582432255,
2187,916,A,1022,14,1890108159,
2188,597,A,1493,140,-59737601,
2189,595,A,1499,141,1085625599,
2190,442,A,1764,142,756204543,
2191,841,A,1144,143,-327780609,
2192,842,A,1143,144,282549759,
2193,221,A,2137,145,-1408194305,
2194,216,A,2153,146,827377663,
2195,308,A,1977,147,1288465151,
2196,199,A,2182,148,-391806465,
2197,507,A,1629,149,2050374911,
2198,917,A,1021,15,103812095,
2199,604,A,1483,150,1346281215,
2200,843,A,1141,151,-1742805505,
2201,667,A,1373,152,2119831807,
2202,844,A,1140,153,34902015,
2203,637,A,1411,154,-2086595841,
2204,673,A,1364,155,-926447105,
2205,845,A,1139,156,-873454337,
2206,674,A,1361,157,-1163766785,
2207,846,A,1138,158,-1241004289,
2208,545,A,1568,159,1566797311,
2209,919,A,1018,16,-894666497,
2210,847,A,1135,160,-927115265,
2211,679,A,1350,161,-1396262145,
2212,848,A,1134,162,1442222591,
2213,849,A,1130,163,-1971122945,
