id	dam	sire	LLRdam	LLRsire	LLRpair	OHdam	OHsire	MEpair
3447	1501	1773	-2.13	20.65	27.65	0	0	0
3015	1510	1723	-16.84	14.33	12.96	0	0	0
1682	869	1188	0.49	4.82	13.53	0	0	0
1882	639	1610	2.82	-2.91	4.83	0	0	0
887	NA	877	NA	-1.83	NA	NA	0	NA
5627	3462	2966	5	11.9	19.56	0	0	0
3507	1760	2972	14.89	14.41	17.75	0	0	1
1727	666	1171	3.35	19.32	35.1	0	0	0
1704	951	1196	14.15	3.5	11.17	0	0	0
1850	601	506	0.49	19.01	20.91	0	0	0
1846	1244	1213	-6.36	13.92	16.93	0	0	0
542	NA	NA	NA	NA	NA	NA	NA	NA
666	NA	44	NA	1.19	NA	NA	0	NA
5140	1854	1029	3.23	2.02	12.57	0	0	0
1781	924	603	6.47	-3.9	5.88	0	1	4
3607	2984	2960	-15.66	-0.23	16.06	0	0	0
5127	663	NA	17.14	NA	NA	2	NA	NA
1853	1771	1187	1.8	7.75	15.77	0	0	0
561	NA	NA	NA	NA	NA	NA	NA	NA
5151	1438	1708	5.4	2.03	17.89	0	0	0
851	NA	44	NA	9.01	NA	NA	0	NA
5126	2985	1752	-2.88	10.68	4.32	0	0	0
1494	845	1154	8.08	-2.02	13.76	0	0	0
5146	3567	1604	9.76	-10.86	12.77	0	0	0
923	440	44	2.85	3.96	17.1	0	0	0
1771	925	1020	18.66	7.26	16.3	0	0	0
1895	930	439	4.15	-6.15	32.38	1	2	4
664	464	448	6.1	2.72	11.45	0	0	0
4897	1824	1729	-2.88	19.44	10.24	0	0	0
1706	1186	1221	10.96	3.45	25.78	0	0	0
4861	2989	1710	5.98	9.84	38.45	0	0	0
4883	1222	494	9.13	-9.38	13.61	0	0	0
547	NA	NA	NA	NA	NA	NA	NA	NA
1406	1403	849	1.22	13.77	13.02	0	0	0
599	297	298	-10.29	5.64	18.32	0	0	0
4875	1857	1499	6.6	14.92	15.98	0	0	0
3615	1857	1499	19	5.14	16.01	0	0	0
1668	826	1521	-3	-48.88	46.23	0	0	2
5640	3453	1744	5.01	14.75	13.59	0	0	0
1231	915	941	9.32	7.13	29.48	0	0	0
1510	1247	1020	10.77	-8.85	19.78	0	0	0
1539	459	176	-1.02	2.8	9.03	0	0	0
4871	3450	1582	9.88	-4.55	0.38	1	0	3
1062	835	860	4.15	-19.95	-8.9	0	0	0
5533	1552	1882	18.87	3.19	11.74	0	0	0
6160	5164	2966	13.31	0.88	16.29	0	0	0
5838	5128	5583	12.08	13.98	22.72	0	0	0
5519	NA	5159	NA	1.38	NA	NA	0	NA
6189	NA	1780	NA	27.36	NA	NA	0	NA
5829	3569	3456	-5.9	12.35	11.35	0	0	1
5540	4965	1616	23.65	13.42	25.34	0	0	0
6197	5195	5764	6.58	17.92	8.78	0	0	0
5909	1707	5447	8.86	0.51	10.28	0	2	3
6228	1576	5522	0.27	4.67	14.67	0	0	0
5550	4961	1698	21.46	23.71	-13.54	0	0	0
5747	5164	2966	5.9	6.88	11.63	0	0	0
5754	5128	5558	22.46	25.13	27.73	0	3	3
6219	5212	5559	7.04	-11.96	11.84	0	0	0
5839	1824	5679	2.82	15.78	24.09	0	3	3
5566	NA	452	NA	11.64	NA	NA	2	NA
5520	5155	5159	7.97	1.92	16.88	0	0	0
5526	4941	3615	6.43	5.26	10.7	0	0	0
5786	1763	2966	16.5	9.32	19.25	0	0	0
6211	3094	NA	3.39	NA	NA	0	NA	NA
5530	3594	5197	-1.14	63.67	24.93	0	0	0
6202	NA	1151	NA	12.44	NA	NA	0	NA
6215	5339	2966	-13.35	19.23	7.53	2	0	2
5529	3698	4872	12.87	18.66	133.77	0	0	0
5558	5217	1494	14.17	3.62	19.34	0	0	0
5836	3568	1556	5.22	-16.45	-11.46	2	1	4
5561	3517	1868	6.33	-1.5	6.17	0	0	1
6196	5537	5626	12.25	5.82	23.31	0	0	0
6039	1580	3643	10	2.85	28.75	0	0	0
5822	5604	1729	5.56	11.46	23.2	0	0	0
5507	1510	1553	2.35	31.03	15.67	0	0	0
6019	5132	1801	2.39	5.69	13.14	0	0	0
5590	NA	3093	NA	12.92	NA	NA	0	NA
5574	5324	1494	21.75	2.83	31.37	0	0	0
5583	4960	4872	-3.01	7.15	20.11	0	0	0
5625	5531	4957	13.63	3.19	10.46	0	0	0
5543	4917	4860	4.78	3.3	12.38	0	0	0
6188	6022	5522	2.91	-0.61	14.92	0	0	2
5605	3002	5269	12.29	-29.21	21.41	0	0	0
5539	4961	5167	8.76	10.08	7.98	0	0	0
1819	1355	1710	11.94	-7.34	10.9	0	0	0
5781	1803	5602	28.4	44.14	23.48	0	0	0
6193	1826	5780	7.35	5.68	18.5	0	0	0
5537	1669	1881	21.67	0.56	24.32	0	0	0
5457	3596	1582	23.88	1.9	8.98	0	1	1
5612	1827	5322	32.25	-3.43	2.94	0	0	0
5521	4964	1607	2.59	0.92	19.41	0	0	0
5626	5339	5249	26.62	14.36	13.1	0	0	1
5837	5284	5539	19.7	11.25	20.2	0	0	0
5600	3451	911	-4.01	16.87	14.29	0	0	4
5582	3516	2991	13.08	-5.3	12.85	0	0	0
1521	826	1213	-17.37	28.87	18.76	0	0	0
178	NA	NA	NA	NA	NA	NA	NA	NA
6031	5652	5334	40.37	9.83	-0.67	1	0	4
1747	826	890	13.81	0.82	19.38	0	0	0
1611	639	4086	4.4	37.55	2.23	0	3	3
1060	675	549	-12.38	20.15	12.58	1	0	1
1562	522	629	3.64	-2.72	5.99	0	0	0
6035	5140	5321	4.66	7.49	16.65	0	0	2
1236	912	922	21.28	13.96	22.29	0	0	0
6042	1383	5210	10.4	-8.05	16.28	0	0	3
6036	1270	1151	4.27	14.41	7.5	0	0	3
1371	454	216	8.06	2.4	16.02	0	0	0
1294	1173	1041	4.69	-8.67	7.7	0	0	0
476	NA	NA	NA	NA	NA	NA	NA	NA
1574	308	921	8.38	23.22	26.53	0	0	0
441	NA	NA	NA	NA	NA	NA	NA	NA
6774	NA	NA	NA	NA	NA	NA	NA	NA
1168	938	550	13.74	-6.02	24.34	0	0	0
6767	6378	5822	12.4	17.9	20.92	0	0	0
1297	NA	1248	NA	8.87	NA	NA	1	NA
638	NA	NA	NA	NA	NA	NA	NA	NA
1017	64	NA	0.2	NA	NA	1	NA	NA
1859	NA	NA	NA	NA	NA	NA	NA	NA
1530	1410	436	2.31	7.39	11.88	0	0	0
1679	1588	1581	-3.2	7.92	15.05	0	0	0
1405	1048	929	10.78	2.72	40.09	0	0	3
1172	NA	477	NA	0.92	NA	NA	0	NA
596	297	NA	-1.87	NA	NA	0	NA	NA
1398	845	674	-0.82	-0.14	22.5	0	0	0
1304	677	550	26.74	-10.7	69.8	0	0	0
1575	1186	1188	11.62	-0.33	22.97	0	0	0
1439	932	1274	3.2	11.91	-16.43	0	0	0
1565	1017	1167	-3.08	11.47	12.25	3	0	3
637	NA	NA	NA	NA	NA	NA	NA	NA
1175	641	637	1.59	11.18	55.17	0	0	0
466	NA	NA	NA	NA	NA	NA	NA	NA
1520	502	1164	6.94	17.7	1.28	0	0	1
1512	951	1196	17.58	-2.17	14.32	0	0	0
1534	853	865	5.72	22.51	25.81	0	0	0
1413	927	501	1.04	13.04	26.71	0	0	0
5342	2989	4887	2.28	-8.45	43.14	0	0	0
5462	1532	911	24.44	-0.3	4.33	0	0	0
1764	1222	1684	48.25	8.56	-1.99	0	1	1
4962	1760	1829	13.28	7.37	12.61	0	0	0
3697	1753	1606	-8.03	0	0	0	0	0
5205	3604	1533	0.57	15.87	37.12	0	0	0
5163	1536	1787	5.31	8.97	8.43	0	0	0
5210	2989	1710	1.75	4.85	33.73	0	0	0
5343	3086	1729	1.78	16.14	8.02	0	0	0
5209	5120	3456	44.11	11.68	-3.82	0	0	3
5454	3462	3093	12.09	4.01	16.45	0	0	0
1847	1763	1287	42.36	4.28	15.76	0	0	1
1887	1429	1759	4.06	-11.98	8.03	0	0	0
862	NA	NA	NA	NA	NA	NA	NA	NA
949	524	856	16.25	10.6	23.38	0	0	0
1662	1771	1187	-1.38	16.72	9.59	0	0	0
5009	1778	1485	2.58	18.49	26.52	0	0	0
5170	1383	1274	9.44	6.75	3.67	1	0	4
5271	2989	3964	4.03	10.24	5.02	0	0	4
5242	3698	1877	13.81	13.88	21.57	0	0	0
5465	3444	4887	-5.89	-6.35	9.15	0	0	0
5463	3002	1886	13.31	17.9	28.18	0	0	0
4855	3491	497	-19.73	10.14	80.6	0	0	3
5225	1438	1774	8.44	-6.39	4.44	0	1	1
5224	4878	1742	11	8.47	24.72	0	0	1
5338	1798	2974	4.12	15.1	27.47	0	0	0
1033	297	1862	-2.92	7.76	7.49	0	0	0
1825	1506	1500	7.65	2.33	15.95	0	0	0
5195	3090	562	9.51	0.85	2.8	0	3	4
5459	3606	1494	4.88	1.97	14.54	0	0	0
1852	1247	1287	4.51	5.7	3.4	0	0	1
1845	1685	1608	1.48	34.1	25.09	0	0	0
6045	5635	5462	13.21	15.89	24.31	0	0	0
3700	1678	1412	-9.56	-8.81	2.69	0	0	0
5152	1438	1708	-3.52	18.99	14.07	0	0	0
4961	1361	1698	18.99	23.71	29.7	0	0	0
5150	1892	1896	0.19	-1.5	3.51	2	0	4
5153	3507	1171	13.23	2.7	25.86	0	0	0
5834	5267	3093	6.45	8.47	21.46	0	0	0
4862	1717	1797	6.74	13.25	15.22	0	0	0
4969	3500	2988	5.87	5	21.15	0	0	0
6016	NA	NA	NA	NA	NA	NA	NA	NA
4866	3002	1616	41.26	8.75	26.43	0	0	2
4805	560	1543	-9.91	19.02	2.39	3	0	3
4942	3004	1615	23.37	16.21	1.85	2	0	3
5135	2963	1533	35.28	12.17	18.34	0	0	0
1624	NA	1495	NA	6.35	NA	NA	0	NA
1746	949	1540	-8.34	10.66	10.29	0	0	0
5116	563	1587	1.83	6.64	10.98	0	0	0
1680	NA	1398	NA	6.94	NA	NA	1	NA
2962	1763	1287	11.78	2.19	18.04	0	0	1
5134	3085	1729	0.63	-19.15	15.75	0	0	0
1833	1741	2964	2.44	29.21	-2.93	0	1	1
1774	1501	507	11.2	5.63	18.48	0	0	0
825	NA	NA	NA	NA	NA	NA	NA	NA
859	NA	178	NA	0.27	NA	NA	0	NA
1660	1605	497	5.43	5.2	14.93	0	0	0
1703	1244	1213	-17.42	27.58	11.04	0	0	0
5156	1401	1788	3.76	29.12	102.71	0	0	0
1820	1700	1221	5.48	-5.38	17.43	0	0	0
921	459	465	3.33	3.06	24.34	0	0	0
5148	1172	1171	8.64	-3.29	14.54	0	0	0
5324	3002	1581	29.31	13.87	40.35	0	0	0
1441	1403	NA	4.64	NA	NA	0	NA	NA
1755	1247	1020	-8.34	8.72	8.74	0	0	0
1671	1760	1556	36.73	0.85	21.42	0	0	2
5120	3569	3456	1.41	10.96	12.95	0	0	2
1770	1506	1276	-8.7	0.83	-5.47	0	0	1
4885	NA	868	NA	4.09	NA	NA	0	NA
1772	NA	NA	NA	NA	NA	NA	NA	NA
5235	1669	1742	32.25	7.58	17.97	0	0	0
5122	1043	497	29.6	6.92	15.25	0	0	0
5149	1757	3617	2.23	19.1	0.66	0	0	0
5825	4891	1615	13.25	4.61	7.92	0	0	2
3489	1503	1499	8.9	17.68	26.88	0	0	0
1401	NA	1174	NA	3.64	NA	NA	0	NA
3458	NA	1610	NA	13.24	NA	NA	0	NA
1858	825	1611	1.95	8.99	23.95	0	0	0
1438	1155	1154	-4.39	6.45	12.01	0	0	0
5117	3002	1581	8.21	8.68	12.24	0	0	0
5074	1765	3464	-0.25	9.77	16.57	0	0	0
5131	1193	2990	8.05	7.38	17.72	0	0	0
1674	666	1151	8.9	12.86	25.23	0	0	0
4829	1758	293	-3.29	6.36	16.9	0	3	3
1684	NA	1526	NA	11.77	NA	NA	0	NA
3488	1024	2965	6.14	47.96	30.49	0	0	0
1356	832	1041	15.81	10.99	37.03	0	0	0
1287	441	1165	4.57	6.07	20.8	0	0	0
4878	1589	1762	3.55	6.98	1.96	0	0	4
1506	1200	1156	4.98	9.88	20.27	0	0	0
1614	912	NA	28.97	NA	NA	0	NA	NA
1748	1390	921	3.44	17.22	11.86	0	0	0
3487	1043	1412	-11.37	5.54	19.13	0	0	0
1675	1555	847	-11.87	-12.41	5.03	3	0	4
5138	1532	911	21.22	-1	5.61	0	0	0
1359	444	1166	7.48	11.12	19.08	0	0	0
5629	1707	1710	-2.45	-8.87	1.19	0	0	0
5618	1200	5497	2.69	8.66	1.06	0	0	2
5685	5284	5539	22.29	28.56	27.35	0	0	0
5655	5119	5235	-6.36	13.68	19.83	0	0	0
5852	1580	3643	-1.99	3.59	21.14	0	0	0
5828	5533	5167	5.12	7.26	21.25	0	0	0
5771	4999	5513	-2.6	15.42	11.75	0	0	0
5647	3451	5281	-2.04	-21.55	31.57	0	0	3
5553	4863	1762	10.18	24.89	18.24	0	0	0
6150	NA	5786	NA	26.08	NA	NA	0	NA
6178	4965	NA	4.91	NA	NA	0	NA	NA
5831	3604	5118	-6.7	9.05	7.8	0	0	0
5562	2963	3089	0.33	-1.5	10.87	0	0	0
5840	3698	1489	10.95	8.34	33.49	0	0	0
6158	5604	1607	11.59	19.12	26.7	0	0	0
5844	5683	4854	30.65	24.08	38.93	0	0	0
5542	3085	3456	-0.19	15.51	17.07	0	0	0
2966	444	497	-0.06	5.28	3.45	1	0	4
5560	3698	1489	6.59	2.54	34.55	0	0	0
5772	1415	4890	5.53	3.01	16.88	0	0	0
4953	1789	1610	8.65	17.2	29.51	0	0	0
5572	4896	5269	16.2	1.49	25.37	0	0	1
5557	3462	3093	5.19	3.56	28.69	0	0	0
5848	5195	1881	3.05	4.82	13.71	0	0	2
5832	1532	3689	-10.01	24.64	20.85	0	0	0
6166	4936	1731	24.75	20.7	25.08	0	0	0
5787	3596	5547	14.59	15.6	9.03	0	0	0
6165	1864	1542	25.07	3.26	9.27	0	0	0
5648	5277	4889	13.43	2.19	23.08	0	0	0
5567	3698	5529	12.87	32.9	119.02	0	0	0
6156	5833	5595	1.62	8.34	16.43	0	0	0
6063	5517	5622	4.53	-1.61	8.71	0	0	2
5749	4971	4902	-3.36	4.3	25.31	0	0	0
5680	NA	3093	NA	15.46	NA	NA	0	NA
3645	1576	1512	6.5	21.16	26.96	0	0	0
5849	5123	5775	9.09	15.59	14.86	0	0	0
5241	5162	1871	7.77	1.35	16.14	0	0	0
5826	3491	1616	-0.48	15.87	18.61	0	0	0
5850	1536	867	11.99	11.5	11.06	0	2	3
5637	5324	NA	26.69	NA	NA	0	NA	NA
6147	5267	4829	2.3	17.2	22.46	0	0	0
5175	2978	1196	16.03	6.15	16.3	0	0	0
5845	3505	3005	12.26	-6.49	10.03	0	0	0
5573	1614	1663	6.39	-20.4	2.26	0	1	3
5538	NA	NA	NA	NA	NA	NA	NA	NA
4959	1893	1788	5.27	2.04	19.76	0	0	0
5453	1763	1729	12.98	1.47	14.36	0	0	0
4963	2968	1769	3.35	-0.5	17.99	1	0	1
5782	5162	5077	2.74	8.63	25.46	0	0	0
2991	NA	1618	NA	5.1	NA	NA	1	NA
5687	3567	1604	7.38	-3.77	9.5	0	0	0
5279	1361	1698	20.21	11.38	23.88	0	0	0
5594	3003	3458	3.45	6.08	8.95	0	0	0
6176	4999	5551	6.68	10.81	-5.05	0	0	0
6151	5454	1188	7.46	13.3	11	0	0	2
5581	1439	5285	15.44	1.37	17.48	1	0	4
5616	3596	1877	33.04	0.53	16.19	0	0	0
1665	1059	494	13.47	-4.87	-3.02	0	0	1
5541	1852	4890	-0.04	2.12	11.63	0	0	0
5586	5549	NA	20.54	NA	NA	1	NA	NA
5554	4863	1762	8.16	3.17	13.41	0	0	0
5528	4960	4872	7.8	2.79	13.55	0	0	0
5555	3500	1762	2.44	-3.98	17.52	0	0	0
1497	1304	668	-0.38	1.68	-3.55	0	0	0
5552	4958	1710	4.57	4.75	10.02	0	0	0
5784	5341	5522	8.82	6.03	27.63	0	0	0
5644	5277	4889	-1.04	2.15	13.39	0	0	0
5563	3512	5528	12.61	39.2	5.33	0	0	0
5617	1824	5220	-2.27	-1.43	16.82	0	0	0
5546	3499	NA	16.18	NA	NA	0	NA	NA
1765	64	1276	-11.72	5.31	6.92	3	0	3
4873	1415	3005	-23.03	8.65	-5.32	0	0	3
1717	1423	293	17.76	-0.21	-1.52	1	0	4
4946	NA	1194	NA	9.64	NA	NA	1	NA
5650	NA	2974	NA	12.62	NA	NA	0	NA
3000	1735	1381	7.18	-7.93	-1.59	0	0	0
5841	5458	NA	4.59	NA	NA	0	NA	NA
4954	1672	1533	6.61	-17.49	15.44	0	0	0
5639	5242	4872	4.06	8.17	-11.18	0	0	3
2974	1024	1412	3.09	6.77	25.41	0	0	0
5777	3517	5333	12.51	1.96	18.24	0	0	0
5642	1852	3456	2.4	2.17	17.9	0	0	0
5589	663	5197	15.74	-5.37	14.45	1	0	3
5614	3094	5170	5.39	5.13	17.69	0	0	0
3022	1760	NA	13.75	NA	NA	0	NA	NA
5653	3462	2966	14.15	10.24	23.82	0	0	0
4945	3505	1802	-2.7	-8.47	0.17	3	0	3
5678	1225	4888	3.06	25.11	15.75	0	0	4
5633	3022	3696	28.03	-3.62	18.01	0	0	0
5645	5163	5072	-3.54	13.1	22.15	0	0	0
5571	5242	1489	14.83	-0.62	7.49	0	0	0
5510	3490	3087	11.57	-1.03	28.79	0	0	0
1799	869	1381	6.97	-7.53	1.81	0	2	2
5621	1763	2966	28.65	-15.29	4.26	0	0	0
5646	5324	1769	-24.45	6.75	-16.48	2	0	4
5615	3490	3087	-11.24	17.01	20.72	0	0	0
