id	dam	sire	LLRdam	LLRsire	LLRpair	OHdam	OHsire	MEpair
926	454	NA	6.78	NA	NA	0	NA	NA
3946	543	1198	12.3	-4.75	8.47	0	0	0
1208	845	1686	7.2	-4.07	8.15	0	3	3
6375	5549	5776	0.04	7.54	7.98	0	0	0
1055	NA	669	NA	7.72	NA	NA	1	NA
1301	530	NA	5.73	NA	NA	0	NA	NA
1035	471	NA	13.62	NA	NA	0	NA	NA
1243	NA	857	NA	4.34	NA	NA	0	NA
558	430	51	-1.67	-6.22	106	0	0	0
1242	172	633	-3.84	29.8	7.74	0	0	2
479	NA	NA	NA	NA	NA	NA	NA	NA
1154	NA	NA	NA	NA	NA	NA	NA	NA
512	NA	216	NA	5.49	NA	NA	0	NA
562	1859	1686	0.99	2.13	22.59	0	0	0
835	NA	NA	NA	NA	NA	NA	NA	NA
4913	2978	1722	-5.51	7.28	17.23	0	0	0
3871	942	864	9.65	12.2	-2.39	0	0	0
7082	5516	1542	-22.17	28.43	-19.07	0	0	0
6862	5596	1794	-21.87	6.79	-18.33	3	0	3
525	NA	NA	NA	NA	NA	NA	NA	NA
594	NA	176	NA	5.59	NA	NA	0	NA
29	NA	NA	NA	NA	NA	NA	NA	NA
6552	1200	6202	1.78	-10.29	6.77	0	1	2
6313	6022	5643	-0.4	4.71	8.05	2	0	2
6315	5530	5822	16.82	3.48	33.2	0	0	0
439	NA	293	NA	3.04	NA	NA	0	NA
471	NA	NA	NA	NA	NA	NA	NA	NA
461	NA	NA	NA	NA	NA	NA	NA	NA
6229	3699	NA	-5.9	NA	NA	3	NA	NA
545	NA	NA	NA	NA	NA	NA	NA	NA
6568	6217	6024	50.19	25.38	27.6	0	0	0
523	NA	NA	NA	NA	NA	NA	NA	NA
452	172	NA	11.64	NA	NA	0	NA	NA
6563	NA	NA	NA	NA	NA	NA	NA	NA
475	168	NA	-0.49	NA	NA	0	NA	NA
448	1859	NA	0.76	NA	NA	0	NA	NA
451	78	NA	-19.74	NA	NA	3	NA	NA
1228	826	1212	-11.81	19.33	12.65	0	0	0
848	NA	65	NA	-11.61	NA	NA	0	NA
6556	5851	3089	30.18	11.17	9.97	0	0	0
6272	5150	5314	1.16	8.67	4.95	0	0	3
1233	666	916	5.19	3.74	14.58	0	0	0
506	NA	75	NA	9.63	NA	NA	0	NA
6311	5128	3486	27.45	34.52	26.07	0	0	0
1797	1195	1243	4.43	7.08	16.15	0	0	0
946	474	857	-2.85	29.13	32.53	0	0	0
5620	3094	5340	7.44	-28.09	-11.78	0	0	0
6845	NA	6782	NA	8.16	NA	NA	2	NA
1214	503	470	-5.66	6.11	25.17	0	0	0
1058	NA	549	NA	6.34	NA	NA	1	NA
25	NA	NA	NA	NA	NA	NA	NA	NA
6762	5534	5588	-2.36	9.41	17.89	0	0	0
6261	5901	5776	6.42	-1.2	13.49	0	0	0
7071	5630	6698	-1.92	8.83	22.07	0	0	0
460	NA	NA	NA	NA	NA	NA	NA	NA
1030	459	947	2.74	26.96	10.16	0	0	0
1686	NA	NA	NA	NA	NA	NA	NA	NA
7079	3579	NA	8.76	NA	NA	0	NA	NA
7084	3086	5829	-0.77	-1.66	19.11	0	0	0
1683	NA	NA	NA	NA	NA	NA	NA	NA
464	NA	216	NA	17.15	NA	NA	0	NA
6760	NA	NA	NA	NA	NA	NA	NA	NA
6268	5766	4890	15.69	2.74	23.52	0	0	0
297	NA	NA	NA	NA	NA	NA	NA	NA
6249	5217	5000	-8	22.69	15.66	0	0	0
7074	1716	6570	1.79	16.1	3.51	2	0	3
6038	5536	5837	-18.29	12.3	11.68	0	0	0
6273	5625	5626	14	26.2	30.4	0	0	0
335	1222	1287	4.44	6.67	11.06	0	0	1
6378	5838	5820	6.41	6.42	16.65	0	0	0
1212	878	NA	-0.01	NA	NA	0	NA	NA
1046	1017	605	3.86	-0.12	12.83	0	0	0
6566	5132	5456	-12.61	11.54	22.55	0	0	0
3613	3508	1171	50.2	18.71	20.58	0	0	0
6274	5749	5639	24.26	-15.9	21.55	0	0	0
6043	3453	5321	6.45	26.52	70.71	0	0	0
1179	297	836	-5.6	7.05	22.73	0	0	0
1238	479	866	2.39	2.51	16.7	0	0	0
601	NA	NA	NA	NA	NA	NA	NA	NA
6306	NA	1616	NA	23.86	NA	NA	0	NA
6307	NA	5523	NA	8.64	NA	NA	0	NA
6037	3595	5292	-3.8	16.42	13.42	0	0	0
7096	6852	5612	32.49	10.38	27.43	0	0	0
6310	5319	5612	-4.92	-1.27	9.4	0	0	0
937	677	673	21.83	23.3	22.89	0	0	0
447	792	NA	-3.51	NA	NA	0	NA	NA
1021	505	75	3.65	-2.43	13.72	0	0	0
6645	NA	6370	NA	11.72	NA	NA	3	NA
6564	5537	5215	14.09	6.76	15.46	0	0	2
7091	6554	6708	7.2	-10.44	2.01	0	0	0
6917	NA	5560	NA	11.43	NA	NA	0	NA
6300	5634	4957	2.32	0.06	12.43	0	0	0
6764	1790	5249	-9.81	-4.01	3.13	1	2	3
6239	1716	6012	14.16	29.98	25.8	0	0	0
7077	5452	4860	3.03	9.88	9.51	0	0	0
22	NA	NA	NA	NA	NA	NA	NA	NA
6284	5575	5820	20.32	11.29	8.39	0	0	3
6926	6673	6375	13.51	7.02	13.7	0	0	0
6281	1612	2966	-1.83	9.17	1.03	0	0	3
6374	5524	4860	-0.82	11.37	21.57	0	0	0
5527	NA	NA	NA	NA	NA	NA	NA	NA
6032	5174	5121	5.3	-43.33	-13.53	0	0	3
6857	NA	NA	NA	NA	NA	NA	NA	NA
6041	521	5527	2.51	2.28	11.63	1	0	1
6921	NA	5538	NA	4.31	NA	NA	0	NA
1217	531	917	5.1	13.35	22.85	0	0	0
6693	5635	3456	6.4	9.43	22.82	0	0	0
4891	1852	3093	6.29	59.52	19.15	0	0	0
4916	1580	1542	-4.02	5.42	8.94	0	0	0
6297	5842	5333	3.64	7.13	17.89	0	0	0
670	NA	NA	NA	NA	NA	NA	NA	NA
440	NA	NA	NA	NA	NA	NA	NA	NA
470	NA	22	NA	3.2	NA	NA	0	NA
1303	521	498	-13.22	3.32	92.39	0	0	0
1167	450	629	0.1	6.04	21.37	0	0	0
928	NA	510	NA	10.92	NA	NA	0	NA
4262	1043	1306	3.92	-13.41	13.67	0	0	0
6013	5324	1869	17.76	4.5	12.31	0	0	0
552	NA	NA	NA	NA	NA	NA	NA	NA
675	NA	NA	NA	NA	NA	NA	NA	NA
878	NA	NA	NA	NA	NA	NA	NA	NA
839	NA	NA	NA	NA	NA	NA	NA	NA
874	596	497	-0.29	7.48	15.65	0	0	0
6708	5632	1723	-10.71	3.62	7.22	0	1	2
1290	862	1198	-0.35	39.97	30.23	0	0	0
1026	608	510	5.55	-1.01	8.66	0	0	0
1300	528	NA	-4.69	NA	NA	3	NA	NA
329	430	NA	6.75	NA	NA	0	NA	NA
1425	1403	849	-9.25	7.27	17.17	0	0	0
505	NA	467	NA	3.07	NA	NA	1	NA
556	NA	NA	NA	NA	NA	NA	NA	NA
5762	4942	4872	-7.16	2.84	2.72	3	0	3
5833	3490	4943	6.16	-38.73	-58.74	0	2	2
5535	2968	5240	13.48	12.54	0.7	0	0	1
6044	4896	5639	14.92	-4.08	26.54	0	0	0
5609	5282	3492	17.27	6.86	6.15	0	0	0
5763	3603	3093	-5.11	5.16	-1.69	1	0	1
6163	4896	5639	12.11	2.95	21.82	0	0	0
5752	5282	5462	8.47	10.47	28.39	0	0	0
5634	3022	1616	-0.15	14.13	17.35	0	0	0
6034	5466	2974	5.3	11.87	-1.47	0	0	3
5751	1580	3643	-3.45	11.2	13.68	0	0	0
6141	1826	5780	11.1	0.99	24.88	0	0	0
6155	5683	5837	2.92	5.47	15.74	0	0	0
6137	3641	5555	-6.71	7.63	2.95	2	2	4
6182	1717	1749	4.7	12.58	20.55	0	0	1
5544	NA	1611	NA	14.34	NA	NA	0	NA
5531	4965	1616	4.81	12.44	26.75	0	0	0
5824	5573	NA	6.35	NA	NA	0	NA	NA
5622	4965	1616	5.66	14.51	34.51	0	0	0
5755	4965	1616	-24.24	16.62	8.8	0	0	0
5846	3491	5290	5.02	15.33	18.46	0	0	0
5565	1765	5072	3.96	18.87	-15.96	0	0	2
5774	1763	3456	-0.34	9.16	4.94	0	0	0
5908	5634	5291	-9.6	12.88	1.75	0	0	0
5902	5212	5559	-5.86	8.32	15.2	0	0	0
6185	1589	1583	-5	0.6	-6.5	1	0	4
6028	5284	1762	3.32	10.51	25.67	0	0	0
5835	5164	2966	6.45	4.51	28.46	0	0	0
6017	5549	5612	-0.03	13.74	20.2	0	0	0
6009	4958	5626	-11.63	2.11	4.36	0	0	0
6024	1864	5333	11.07	14.3	15.18	0	0	0
6047	1605	5837	19.91	8.92	15.81	0	0	0
5761	5195	1881	13.64	-8.25	16.41	0	0	0
5584	3086	5204	2.98	3.77	18.53	0	0	0
5820	4904	5447	2.28	3.96	13.46	0	0	0
5682	5320	1762	-0.41	2.47	12.99	0	0	0
5556	5160	4854	11.22	-6.28	25.63	0	0	0
6169	5128	5118	9.43	12.5	22.57	0	0	0
6167	5596	5820	13.24	7.5	6.06	0	0	4
6186	4861	5583	3.25	-27.02	20.33	0	0	0
5756	NA	2991	NA	6.76	NA	NA	0	NA
5901	3453	5262	-0.17	4.47	14.2	0	0	0
5847	5598	5249	6.73	2.4	16.36	0	0	0
5643	5277	5240	21.23	7.72	6.61	0	0	0
6138	927	5559	-3.49	3.41	7.07	2	0	4
5855	5549	5522	4.83	4.46	25.97	0	0	0
5780	3490	3087	8.49	5.42	26	0	0	0
6179	5845	5292	6.55	14.84	19.68	0	0	0
5823	5163	5072	5.07	29.57	15.75	0	0	0
5679	3616	4890	14.24	-1.01	12.34	0	0	0
5759	3574	4866	6.72	-0.27	25.03	0	0	0
6184	NA	5456	NA	22.93	NA	NA	0	NA
6180	3567	5822	9.6	13.26	11.17	0	0	0
6022	5074	1223	4.16	-6.87	-5.9	1	0	4
5683	5162	5077	4.13	4.53	18.27	0	0	0
5551	3567	1709	12.01	2.85	3.26	0	3	4
5830	NA	NA	NA	NA	NA	NA	NA	NA
5548	3444	1731	0.14	16.64	18.69	0	0	0
6187	5282	5462	1.62	11.64	28.06	0	0	0
1527	531	849	3.62	8.79	20.9	0	0	2
5591	5163	5072	9.1	4.79	20.48	0	0	0
6015	5685	5285	11.79	6.71	26.24	0	0	0
1044	524	634	20.12	5.36	20.42	0	0	0
635	NA	NA	NA	NA	NA	NA	NA	NA
1216	308	216	17.74	0.09	26.28	0	0	0
5649	3451	4966	26.01	10.47	68.03	0	0	0
1403	531	776	7.01	-5.5	25.2	0	0	0
824	474	NA	4.62	NA	NA	0	NA	NA
168	NA	NA	NA	NA	NA	NA	NA	NA
553	329	NA	18.45	NA	NA	0	NA	NA
1428	524	865	3.74	16.62	37.95	0	0	0
794	NA	NA	NA	NA	NA	NA	NA	NA
541	NA	22	NA	4.16	NA	NA	0	NA
834	168	632	-3.35	2.81	11.52	0	0	0
4804	3487	1543	9.6	28.48	29.65	0	0	0
636	NA	NA	NA	NA	NA	NA	NA	NA
5764	5452	5334	-12.98	2.99	11.72	0	0	0
6033	NA	NA	NA	NA	NA	NA	NA	NA
1059	872	602	17.73	16.07	14.48	0	0	0
1502	1517	1062	11.8	11.39	30.52	0	0	0
555	472	NA	5.46	NA	NA	0	NA	NA
1571	1042	176	12.38	-2.15	12.96	0	0	0
1034	927	922	1.62	14.64	13.53	0	0	2
6012	5845	5249	47.2	4.61	17.32	0	0	0
5906	1772	5338	-4.61	14.07	33.17	0	0	0
6011	5621	1607	4.72	3.97	13.85	0	0	0
5630	5319	1881	0.5	0.82	6.91	0	0	0
855	NA	465	NA	1.86	NA	NA	0	NA
5905	5465	5235	6.03	15.41	26.58	0	0	0
881	NA	NA	NA	NA	NA	NA	NA	NA
6026	5530	3089	3.97	27	17.63	0	0	0
5075	NA	NA	NA	NA	NA	NA	NA	NA
5536	1763	1722	15.42	9.87	13.85	0	0	1
1161	308	216	18.31	7.46	30.4	0	0	0
1024	NA	NA	NA	NA	NA	NA	NA	NA
1276	NA	NA	NA	NA	NA	NA	NA	NA
1271	840	NA	12.41	NA	NA	0	NA	NA
507	217	NA	4	NA	NA	0	NA	NA
1487	1362	1163	-13.11	3.32	-12.19	0	0	3
1489	NA	NA	NA	NA	NA	NA	NA	NA
1363	1049	1241	9.84	10.57	8	0	0	2
1519	456	1236	-11.52	-1.53	46.57	3	0	3
1191	297	633	-5.69	-13.45	19.17	0	0	2
1272	NA	NA	NA	NA	NA	NA	NA	NA
455	NA	NA	NA	NA	NA	NA	NA	NA
221	NA	NA	NA	NA	NA	NA	NA	NA
1390	932	1274	0.5	24.01	3.2	0	0	0
1153	NA	467	NA	3.17	NA	NA	0	NA
1609	1177	NA	5.15	NA	NA	0	NA	NA
1619	1436	1381	19.4	6.36	11.49	0	0	0
1195	NA	879	NA	5.39	NA	NA	2	NA
1499	595	495	3.79	-0.25	12.53	0	0	0
1806	NA	1587	NA	9.68	NA	NA	0	NA
1045	503	470	-8.19	2.7	20.89	0	0	1
1387	308	1274	10.03	15.7	3.72	0	0	0
850	163	510	-6.64	3.8	6.19	0	0	0
927	NA	NA	NA	NA	NA	NA	NA	NA
886	NA	NA	NA	NA	NA	NA	NA	NA
1047	NA	922	NA	7.56	NA	NA	1	NA
1176	430	NA	6.5	NA	NA	0	NA	NA
3516	1790	1731	3.11	13.31	20.97	0	0	0
4882	1665	497	5.4	-0.91	17.65	0	0	0
3018	1854	1029	10.92	6.72	15.82	0	0	0
1156	454	216	2.99	0.22	15.34	0	0	0
1754	1355	1234	17.56	7.08	20.94	0	0	0
1152	199	609	5.41	3.59	27.88	0	0	0
1170	915	941	-6.75	9.98	17.83	0	0	0
608	163	NA	-1.78	NA	NA	0	NA	NA
951	457	507	7.17	4.62	25.8	0	0	0
5164	1401	1877	-12.38	19.02	10.35	0	0	0
1576	859	929	1.91	3.93	32.22	0	0	0
2976	1380	602	12.5	15.08	2.68	0	0	0
1197	NA	509	NA	12.9	NA	NA	0	NA
450	NA	NA	NA	NA	NA	NA	NA	NA
1501	826	216	13.42	7.25	31.97	0	0	0
1408	1046	NA	7.12	NA	NA	0	NA	NA
869	561	467	8.74	4.05	27.12	0	0	0
1831	1757	1523	-2.26	2.77	19.45	0	0	0
917	558	NA	4.54	NA	NA	3	NA	NA
1554	308	1274	11.63	21.1	19.57	0	0	0
1709	1049	1608	4.74	3.03	-9.64	0	0	0
3517	NA	1882	NA	20.53	NA	NA	3	NA
1288	635	636	-0.69	0.89	16.04	0	0	0
1532	596	911	-3.59	-7.95	-1.57	0	0	0
1383	NA	1212	NA	-1.57	NA	NA	0	NA
467	NA	NA	NA	NA	NA	NA	NA	NA
1543	199	609	10.47	-1.75	25.23	0	0	0
663	NA	44	NA	11.21	NA	NA	0	NA
1160	450	629	-0.72	-4.4	17.27	0	0	0
499	308	21	5.81	0	5.25	0	0	4
639	NA	NA	NA	NA	NA	NA	NA	NA
832	NA	607	NA	-6.86	NA	NA	0	NA
3005	1437	1579	-6.85	14.14	13.04	0	0	0
1386	878	947	2.8	22.71	35.22	0	0	0
602	NA	75	NA	10.54	NA	NA	0	NA
3578	1685	1608	14.84	21.24	10.71	0	1	1
3591	1532	911	24.79	6.04	8.18	0	0	0
1787	503	1184	-3.39	18.63	26.71	0	0	0
1029	217	836	-4.82	28.97	14.27	0	0	0
3091	1665	1623	15.97	3.56	25.45	0	0	0
1244	1235	NA	30.25	NA	NA	0	NA	NA
1202	NA	849	NA	-3.75	NA	NA	3	NA
912	1017	178	12.79	0.38	11.92	0	0	2
3001	1725	1610	3.85	-1.4	14.24	0	0	0
1173	677	673	5.11	-30.82	29.52	0	0	0
3460	1725	1587	4.56	11.36	19.56	0	0	0
1857	1753	1349	-8.83	-0.63	5.86	0	0	0
1590	826	1274	3.53	1.69	15.97	0	0	1
1742	1715	1542	13.89	8.99	20.83	3	0	3
1355	168	884	3.42	6.65	32.17	0	0	0
1722	1401	1185	-8.5	6.09	9.42	0	0	0
865	NA	559	NA	2.64	NA	NA	0	NA
3019	1717	NA	2.99	NA	NA	2	NA	NA
1491	931	1223	6.51	-2.57	6.45	0	1	3
1493	835	1031	1.86	14.56	17.97	0	0	0
1702	937	868	-12.12	1.32	-9.43	0	1	2
1437	930	1194	-0.79	6.08	6.66	0	0	3
3464	1778	1607	-0.96	6.26	10.24	0	0	0
3457	1717	1797	2.29	8.37	6.02	0	0	0
1040	NA	NA	NA	NA	NA	NA	NA	NA
1166	855	605	7.53	6.72	20.03	0	0	0
3459	608	1018	-5.97	18.73	-1.5	0	0	0
1496	1160	1047	-0.43	6.02	22.29	0	0	0
1130	163	510	3.38	-7.42	11.09	0	0	0
932	308	216	17.8	-0.4	22.68	0	0	0
500	NA	NA	NA	NA	NA	NA	NA	NA
1890	1735	1381	2.8	3.55	20.06	0	0	0
1043	598	42	23.93	-5.08	16.48	0	0	0
915	444	293	29.7	5.76	27.71	0	0	0
1610	1170	917	11.34	8.06	19.79	0	0	0
1434	521	200	3.29	-5.05	0.67	1	0	4
1540	869	1178	1.97	15.55	42.29	0	0	0
1558	430	1041	-0.11	-7.72	32.41	0	0	3
1416	NA	NA	NA	NA	NA	NA	NA	NA
1726	1561	1504	18.83	7.72	8.17	0	0	0
1564	1192	1041	-11.61	3.37	23.07	1	3	4
1699	1552	1602	17.83	11.15	10.37	0	2	4
1018	NA	523	NA	1.67	NA	NA	0	NA
557	NA	448	NA	-0.45	NA	NA	0	NA
1182	NA	NA	NA	NA	NA	NA	NA	NA
1209	NA	NA	NA	NA	NA	NA	NA	NA
1194	855	NA	6.96	NA	NA	0	NA	NA
1556	1369	1032	9.97	8.08	20.65	0	0	0
1555	442	609	-28.79	6.9	43.15	3	0	3
1591	1059	1020	1.86	5.96	9.3	0	0	1
1551	869	1178	-1.15	0.5	36.99	0	0	0
1666	1297	42	-0.62	-1.06	6.95	0	0	1
1063	528	178	42.06	6.78	85.89	0	0	0
5320	1824	1165	25.87	5.23	67.41	0	0	1
5220	3517	1579	1.18	12.07	10.32	0	0	0
1549	1042	176	-10.02	9.13	13.9	0	0	0
1248	912	922	8.18	13.4	33.77	0	0	0
1788	1401	1551	-7.75	4.83	9.2	0	0	0
1672	1423	1306	2.34	-4.09	11.88	0	0	0
1597	543	1198	12.9	-5.2	6.93	0	0	0
522	NA	477	NA	11.9	NA	NA	0	NA
1550	1182	886	9	9.81	37.4	0	0	0
1423	447	1203	10.9	-0.91	15.45	0	0	0
1867	1674	1029	15.2	8.5	26.62	0	0	0
1566	1160	1179	2.1	0.86	28.63	0	0	0
1218	NA	547	NA	-2.55	NA	NA	0	NA
1490	1173	1041	9.69	-4.84	9.76	0	0	0
1385	604	216	0.26	10.78	7.24	0	0	0
1511	840	NA	14.65	NA	NA	0	NA	NA
1526	504	497	10.8	-1.99	11.56	0	0	0
1728	NA	1440	NA	5.24	NA	NA	0	NA
1524	938	1028	23.99	17.29	32.08	0	0	0
1348	930	495	-0.47	11.25	11.77	0	0	0
1268	914	1040	12.2	5.49	27.62	0	0	0
668	NA	544	NA	28.1	NA	NA	0	NA
1557	604	921	-9.23	22.38	17.28	0	0	0
1518	1401	1185	2.35	8.56	12.51	0	0	0
1570	627	467	0.75	9.07	22.21	0	0	0
1673	1409	1543	0.3	25.93	29.69	0	0	0
1020	441	436	4.48	-0.26	9.51	0	0	1
1538	449	1027	-1.83	-0.22	74.3	0	0	4
1022	NA	824	NA	11.74	NA	NA	0	NA
1397	NA	494	NA	19.79	NA	NA	0	NA
1432	504	44	9.61	13.6	37.67	0	0	0
1572	1369	1032	0.08	16.14	26.8	0	0	0
1514	1059	494	22.9	-0.46	14.39	0	0	0
1028	543	545	-29.58	3.07	-17.9	0	0	0
1380	561	467	3.52	7.15	28.36	0	0	0
1612	NA	NA	NA	NA	NA	NA	NA	NA
1547	1404	676	3.09	-0.85	14.19	3	0	3
1573	476	510	-0.49	-2.56	6.17	0	0	0
677	NA	200	NA	10.22	NA	NA	0	NA
1262	474	884	2.48	6.44	4.46	0	0	0
1536	1401	1040	4.58	1.32	21.09	0	0	1
837	500	494	-0.89	8.45	17.68	0	0	0
1203	NA	NA	NA	NA	NA	NA	NA	NA
1525	927	1686	-9.8	-13.28	1.48	3	0	3
1431	561	467	4.4	7.48	23.81	0	0	0
632	NA	NA	NA	NA	NA	NA	NA	NA
1623	840	497	12.55	4.66	52.61	0	0	0
1357	853	865	3.23	19.4	17.85	0	0	0
64	NA	NA	NA	NA	NA	NA	NA	NA
1498	666	1028	16.88	37.59	12.94	0	0	0
1178	455	NA	11.81	NA	NA	0	NA	NA
1366	1158	1041	16.3	-0.58	0.85	0	0	3
1545	1432	1187	26.2	6.17	39.99	0	0	0
1579	1170	1063	14.11	10.99	21.2	0	0	0
497	NA	NA	NA	NA	NA	NA	NA	NA
1198	NA	642	NA	-4.84	NA	NA	0	NA
1409	840	597	-9.58	-6.78	0.67	0	0	0
1200	878	NA	-0.33	NA	NA	0	NA	NA
1422	1049	632	12.78	-7.98	35.55	0	0	0
501	594	29	13.72	-12.71	3.72	0	0	0
1593	1046	1040	10.52	4.12	39.62	0	0	3
1608	1247	494	11.4	10.73	26.76	0	0	0
1184	604	NA	2.73	NA	NA	0	NA	NA
1711	1158	1396	-12.65	-12.05	12.16	0	0	0
1589	1382	NA	11.23	NA	NA	0	NA	NA
868	NA	499	NA	10.15	NA	NA	0	NA
1763	1152	1349	-1.59	11.37	3.13	0	0	0
1177	NA	636	NA	0.2	NA	NA	1	NA
1392	NA	NA	NA	NA	NA	NA	NA	NA
1606	595	1499	3.79	51.38	96.55	0	0	0
1500	1152	609	-2.67	-1.82	82.98	0	0	1
528	64	178	3.63	4.91	21.46	0	0	0
1767	823	526	-0.97	-8.27	-7.95	3	0	4
1541	459	1290	1.39	6.7	13.3	0	0	0
1790	1403	1533	-2.76	14.13	18.96	0	0	0
922	NA	549	NA	9.56	NA	NA	2	NA
1743	1200	1237	2.95	1.07	12.02	1	0	3
503	NA	NA	NA	NA	NA	NA	NA	NA
1823	1172	1171	10.98	10.73	38.2	0	0	0
5145	1429	1886	-5.48	6.41	-1.25	0	0	0
1219	NA	1039	NA	-4.62	NA	NA	0	NA
1369	459	947	-27.39	-12.54	-1.18	0	0	0
4872	3698	1489	3.58	1.12	8.3	0	0	0
1752	1200	1553	7.76	18.05	8.65	0	0	1
504	1017	NA	18.55	NA	NA	0	NA	NA
3505	1580	1040	-3.35	1	4.22	0	0	0
1163	912	922	24.55	2.25	6.77	0	0	0
550	NA	NA	NA	NA	NA	NA	NA	NA
5141	1776	1543	-2.71	23.74	9.62	1	0	4
510	462	465	3.79	5	46.42	0	0	0
1877	1893	1524	5.21	15.87	8.93	0	0	0
5155	1361	1698	17.18	25.45	29.86	0	0	0
308	NA	75	NA	-3.42	NA	NA	0	NA
1361	1207	499	40.25	9.83	5.73	0	0	1
1805	1193	1747	17.99	-5.35	16.69	0	0	0
4888	1895	1754	3.17	1.3	16.91	0	0	0
5447	2989	1731	2.04	11.31	16.23	0	0	0
676	NA	NA	NA	NA	NA	NA	NA	NA
3596	1401	1877	16.29	-2.74	1.68	0	0	0
3520	NA	1611	NA	5.75	NA	NA	0	NA
1181	NA	1183	NA	24.01	NA	NA	0	NA
1199	NA	854	NA	11.25	NA	NA	0	NA
5332	1605	5071	8.99	-3.04	0.45	0	0	1
1871	1401	1524	2.15	13	20.25	0	0	0
2990	NA	1755	NA	-1.71	NA	NA	3	NA
1783	1305	1595	8.98	18.77	23.25	0	0	0
4915	2963	1196	-10.15	8.44	8.75	0	0	0
1762	927	501	2.77	13.7	22.69	0	0	0
4884	1697	1722	6.61	-12.4	24.78	0	0	0
5080	2963	1796	3.81	-0.11	26.01	0	0	0
1384	1246	609	-8.98	1.8	24.46	0	0	0
5162	NA	NA	NA	NA	NA	NA	NA	NA
1381	NA	847	NA	2.97	NA	NA	0	NA
1740	930	1485	4.64	9.43	31.48	0	0	0
858	665	NA	6.28	NA	NA	0	NA	NA
1274	560	1178	-1.28	13.09	8.37	0	3	3
5099	1530	4866	0.52	8.69	13.1	1	1	2
5121	3698	1489	10.43	9.01	34.37	0	0	0
4902	NA	NA	NA	NA	NA	NA	NA	NA
3088	1716	1774	-1.68	24.86	22.88	0	0	0
1581	1161	525	6.81	-10.98	18.28	0	0	0
3449	1614	NA	-0.18	NA	NA	0	NA	NA
1358	1019	494	1.47	8.58	16.79	0	0	0
1854	1771	NA	6.1	NA	NA	0	NA	NA
1159	297	634	-0.3	-12.69	2.44	0	0	0
3021	1558	1699	8.72	-1.52	8.71	0	0	0
1584	848	1370	9.5	-3.54	23.69	0	0	0
5139	NA	NA	NA	NA	NA	NA	NA	NA
4936	1827	1783	8.57	18.12	26.08	0	0	0
1685	1049	776	6.97	-16.04	17.75	0	0	0
4918	NA	3964	NA	1.32	NA	NA	2	NA
5325	5075	5000	9.72	13.31	19.57	0	0	0
5071	1532	911	23.31	7.19	10.21	0	0	0
911	594	29	1	-10.15	23.53	0	0	0
849	NA	544	NA	22.52	NA	NA	0	NA
4941	1017	1268	13.67	15.58	18.61	0	1	3
1830	NA	1522	NA	11.29	NA	NA	3	NA
3519	1346	1773	-5.58	24.94	2.68	0	0	0
5262	NA	NA	NA	NA	NA	NA	NA	NA
1187	596	497	-4.78	7.94	18.2	0	0	0
1185	522	854	5.05	-3.05	15.22	1	0	2
5314	441	1582	-4.05	-2.74	4.14	1	0	3
4894	1244	2990	1.38	-8.26	13.81	0	0	0
44	NA	29	NA	4.2	NA	NA	0	NA
498	NA	NA	NA	NA	NA	NA	NA	NA
509	NA	29	NA	1.09	NA	NA	0	NA
5269	1707	664	13.35	10	11.25	0	0	0
5168	4969	3565	7.86	-1.16	6.29	0	0	1
1669	1503	1209	3.56	12.84	12.45	0	0	0
4912	2963	1196	-0.28	11.72	8.74	0	0	0
3444	1764	478	16.05	28.94	8.13	0	0	0
5119	1580	507	-3.39	2.96	4.04	0	0	0
5260	3491	1523	8.04	-0.89	15.65	0	0	0
172	NA	293	NA	16.01	NA	NA	0	NA
5137	1776	2991	-2.09	-3.01	14.5	0	0	0
1429	915	847	15.62	2.21	18.02	0	0	0
3590	2963	1796	59.63	1.2	8.12	0	0	0
3002	1782	1495	18.74	12.72	24.78	0	0	0
5449	3604	1533	11.86	11.43	29.5	0	0	0
1577	308	1274	2.65	18.72	14.2	0	0	0
5147	NA	824	NA	11.15	NA	NA	0	NA
5312	1854	1029	7.93	0.71	18.66	0	0	0
5287	3446	1534	-8.01	-2.15	8.14	0	1	2
5226	NA	NA	NA	NA	NA	NA	NA	NA
1186	604	603	4.87	5.93	26.3	0	0	0
5285	3606	1394	9.07	2.12	23.35	0	0	0
5315	5160	NA	8.92	NA	NA	2	NA	NA
1870	1892	1754	1.44	12.08	14.08	0	0	0
4868	1559	1711	3.19	4.62	25.07	0	0	0
3006	1170	1871	7.7	22.01	30.52	0	0	0
4901	558	1616	1.27	14.79	3.69	2	0	3
1876	1660	1268	7.57	6.69	8.78	0	0	0
1883	1275	1168	2.8	16.93	7.9	0	0	0
1885	1024	1412	2.92	0.15	19.03	0	0	0
4879	3003	1710	-11.71	22.09	5.83	0	0	0
1037	521	881	10.43	8.17	36.38	0	0	4
4867	1516	888	3.01	-5.34	10.8	1	0	3
4907	3507	1587	23.37	4.3	17.08	0	0	0
1225	635	636	3	1.68	22.46	0	0	0
3575	1824	NA	19.63	NA	NA	0	NA	NA
4903	NA	1381	NA	4.52	NA	NA	0	NA
2973	NA	544	NA	9.06	NA	NA	0	NA
1588	1382	847	4.98	0.98	20.41	0	0	0
3691	1043	1412	7.9	8.63	9.47	0	0	0
4899	NA	NA	NA	NA	NA	NA	NA	NA
